hash,result,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,CleanMaple,CleanMaple_PriPro,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
000a41cdca43be89ed62ea3abf2d0b64,sat,snw_13_9_pre.cnf.xz,22.4347,9.00577,9.0832,107.783,95.9904,104.243,50.2382,99.731,34.0304,376.825,222.775,8.12578,33.6688,102.401,40.8015,17.8779,19.5859,235.478,55.8191,32.8341,37.2369,35.8237,20.6635,50.7361,21.1697,14.2511,40.3433,34.9266,54.7542,54.6905,16.6443,42.7966,37.9729,36.5867,121.262,8.14135,77.7845,38.8435,37.9573,38.1706,38.9252,106.709,86.8715,105.986,89.2207,40.4322
0041051c73dcdd885d412a38e8b09fba,unsat,rphp4_065_shuffled.cnf.xz,1488,1016,1022.77,971.375,201.636,615.676,413.099,1066.01,894.631,timeout,timeout,2125.28,1584.26,607.34,1146.51,731.794,639.242,370.415,1156.82,1044.24,1129.59,617.908,284.86,450.019,286.228,timeout,timeout,timeout,timeout,timeout,timeout,1193.73,timeout,timeout,879.623,817.847,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
004b0f451f7d96f6a572e9e76360f51a,unsat,spg_420_280.cnf.xz,261.479,673.59,669.43,974.224,111.52,409.269,201.86,timeout,117.134,1465.81,381.673,351.158,3515.7,176.107,49.1348,34.7148,72.7616,36.8638,58.0243,104.11,101.79,71.2514,45.4917,63.1783,779.48,284.395,unverified,unverified,124.934,128.103,83.7475,3202.46,85.7536,84.929,60.1184,65.2738,53.7325,404.901,349.051,1206.83,113.43,188.559,271.419,542.564,267.065,73.4425
0107f34364dfff8ab062193b2c71b4de,unsat,sp4-33-bin-nons-flat-noid.cnf.xz,235.703,242.106,248.067,248.634,93.7477,272.363,358.375,234.599,256.933,1536.32,3384.66,112.176,316.255,219.435,154.311,153.795,149.684,168.142,143.877,167.648,161.812,152.535,72.4191,71.4297,73.05,185.612,unverified,unverified,201.418,197.745,169.868,177.132,169.285,153.235,172.471,129.31,362.165,1180,402.262,178.384,201.665,811.956,293.24,233.128,203.818,179.981
01135f7a79d555bd0406f00fac22cbe2,sat,SC21_Timetable_C_140_E_29_Cl_10_S_15.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
02223564bd2f5c20768e63cf28c785e3,sat,mp1-squ_ali_s10x10_c39_abio_SAT.cnf.xz,56.782,198.787,199.885,76.643,732.333,2408.46,561.127,1.74624,409.644,timeout,3973.93,13.7523,14.731,330.121,220.57,340.032,24.0582,128.133,68.9695,11.892,62.6336,12.8845,410.043,264.155,408.19,29.478,0.085782,0.085481,0.738548,0.740691,346.773,1294.88,356.874,211.708,127.516,20.0629,0.085558,0.08592,0.084754,0.085591,0.084709,320.436,198.321,83.5246,93.8337,110.856
02404a08ea36dd43362bbddc578c839d,unsat,ctl_4201_555_unsat.cnf.xz,1710.46,765.83,821.057,1610.02,1520.28,1680.65,1571.67,1825.37,1909.12,timeout,timeout,1521.52,1987.17,2065.4,1569.21,1958.94,1261.6,1155.35,1831.09,1696.83,1477.33,1816.97,1214.11,1388.4,1242.82,1405.33,unverified,unverified,1205.17,1207.1,1710.72,983.566,1265.92,1704.59,1412.46,1374.09,1221.66,1404.08,1512.15,904.657,1220.18,1352.68,1188.97,1334.59,1249.94,1494.43
0240f5bddc39ad2f0a786c811fc434a8,sat,SC21_Timetable_C_542_E_71_Cl_36_S_35.cnf.xz,1133.48,150.796,150.591,849.049,251.721,287.153,406.97,927.472,770.774,672.928,884.057,246.163,217.207,timeout,328.931,timeout,timeout,timeout,370.349,324.733,360.947,600.89,422.914,220.281,437.098,216.098,910.263,534.51,672.523,667.366,136.197,164.406,134.612,158.464,321.941,142.318,306.435,173.237,141.784,103.092,693.551,981.206,415.364,403.087,1932.69,900.401
03a43a7ea55217f53542ed3f029963af,unsat,satch2ways16w.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2292.66,2026.3,2335.1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
03ba29d5cb38d345357a74a7b5ccd759,sat,20-100-lambda100-49_sat.cnf.xz,67.9505,102.535,110.262,70.5581,81.93,101.263,115.889,72.2509,73.5764,974.215,timeout,207.671,177.231,234.302,116.922,237.166,117.528,208.609,122.01,86.5267,59.1107,85.0098,109.92,209.839,112.085,78.565,184.046,218.671,187.96,187.419,124.505,520.729,233.71,137.744,306.555,94.3009,212.095,168.178,347.563,286.32,190.345,180.88,290.413,201.68,261.723,234.425
05e5b5a37a0d7cb5e96c82b84bbdca66,unsat,Mycielski-11-hints-3.cnf.xz,1307.3,1124.18,1095.99,1287.22,773.737,1165.59,2098.31,1496.69,1302.27,1716.42,timeout,460.266,1518.56,1075.17,461.841,425.676,422.439,415.855,553.19,542.129,523.692,350.5,850.098,1154.18,802.396,248.996,unverified,unverified,293.241,297.167,310.111,246.444,294.953,310.846,609.307,759.956,351.309,427.265,316.251,309.775,353.676,322.972,344.569,343.759,400.292,357.613
064ba3c61c5f105104edec8305853711,sat,puzzle35_sat.cnf.xz,timeout,968.706,958.663,timeout,1161.63,timeout,timeout,timeout,1423.98,timeout,timeout,timeout,170.78,1263.26,timeout,1652.05,1577.62,timeout,472.484,timeout,1947.67,1677.89,timeout,401.257,timeout,2226.81,2905.55,timeout,timeout,timeout,3802.35,timeout,timeout,timeout,timeout,1656.13,timeout,timeout,timeout,timeout,timeout,timeout,3449.36,timeout,timeout,2709.62
068c64314f0f8405bc28bb4c52647145,unsat,sokoban-p20.sas.cr.27.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3535.91,timeout,timeout,timeout,timeout,timeout,3836.54,timeout,timeout,timeout,timeout,3825.26,timeout,3561.87,3363.45,unverified,unverified,timeout,timeout,3405.96,4641.31,2733.07,3435.33,timeout,timeout,timeout,timeout,timeout,3784.53,4312.11,4519.26,3871.61,3989.04,4067.65,3879.67
070fde310eca4ddf6967896052efcb30,unsat,at-least-two-smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf.xz,973.437,523.405,522.881,726.549,2372.85,680.859,797.263,698.253,1653.83,201.327,166.495,0.923028,1447.2,492.645,1144.33,1459.14,161.745,9.53049,331.208,633.555,timeout,44.3798,408.9,222.235,416.438,9.86999,unverified,unverified,47.8946,48.04,7.47555,40.1743,9.91194,11.267,74.5641,1958.02,48.2044,47.637,47.1407,48.4838,53.1094,49.8417,46.7032,19.6983,46.9511,19.5595
07c3cce524e2b85d8315ac4397ef08c4,unknown,puzzle47_sat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
080896c437245ac25eb6d3ad6df12c4f,sat,bv-term-small-rw_1492.smt2.cnf.xz,2.93731,0.042054,0.04232,2.90736,0.041297,9.47635,0.043411,2.97508,3.17912,timeout,timeout,62.8547,6.39654,8.93888,1.88063,0.020874,0.124348,0.025228,2.10072,1.93393,16.4061,0.024361,0.024201,0.024202,0.024451,1.73068,229.371,719.299,123.144,54.7115,106.024,20.1918,90.0822,177.24,6.67349,0.058708,757.778,201.599,211.896,161.701,119.129,119.85,52.3102,125.643,113.242,111.814
083030713683d8ab8e1d54372f241863,sat,Kakuro-easy-089-ext.xml.hg_4.cnf.xz,224.724,304.154,306.026,594.297,96.6818,618.157,425.524,327.021,131.761,975.136,1366.3,548.138,121.914,660.453,140.737,537.648,84.9587,1195.81,106.844,190.061,117.306,77.5989,118.816,105.922,205.584,107.423,242.015,146.536,260.828,254.39,165.017,427.581,215.602,179.803,164.65,261.996,159.316,168.016,136.686,199.736,404.423,142.098,207.855,265.764,209.816,164.015
09d8544494e54bc756438e69567b4ba7,sat,mp1-klieber2017s-0300-034-t12.cnf.xz,129.281,132.858,133.193,31.1576,111.354,140.213,179.934,110.396,76.4873,timeout,timeout,timeout,181.948,92.8337,218.696,71.0096,55.2376,86.4488,58.6093,157.898,77.9781,206.073,112.292,1308.49,95.6247,timeout,1858.3,2856.37,1044.73,timeout,1235.71,timeout,timeout,1236.83,94.5463,92.5399,4028.44,timeout,timeout,timeout,2540.35,3440.57,timeout,timeout,timeout,1982.89
0c4355730d11bb18582d00f7266fdf27,unsat,puzzle34_unsat.cnf.xz,1607.07,120.57,126.858,972.413,418.636,488.325,timeout,329.635,1273.76,timeout,timeout,2314.92,623.738,908.684,1366.36,436.864,154.301,timeout,960.596,410.545,762.764,4839.33,timeout,1246.66,4264.85,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2423.05,2854.5,2003.42,timeout,timeout,timeout,3589.68,timeout,timeout,1117.89,4454.75,1115.48,timeout
0c75119940f87f2bc1dc3f53aeedc02b,sat,20-100-lambda100-89_sat.cnf.xz,416.297,305.285,322.454,76.0622,419.349,379.131,359.168,375.409,373.533,2483.7,3001.04,389.143,194.85,342.095,508.403,614.515,535.47,636.687,405.425,303.598,142.596,349.819,320.927,344.344,336.562,161.42,476.552,623.617,510.26,498.738,210.813,495.41,201.389,316.508,898.877,482.894,442.53,824.285,749.935,636.958,143.98,376.329,1329.81,658.302,651.73,700.548
0d4b99f6d05c9e993ea8655d355fa3b3,unsat,vlsat2_112_4223.cnf.xz,2927.27,1202.86,1206.27,2723.44,timeout,2336.17,timeout,2304.51,2040.8,timeout,timeout,timeout,1550.87,1089.41,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3361.67,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0f877a1f984f35fdfdce011cb7152123,unsat,bvurem_20.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
10b460a4da6a4e199e946788a374032b,sat,HCP-470-60.cnf.xz,1823.37,639.924,634.802,808.692,1826.69,1601.89,870.748,738.314,1011.9,timeout,timeout,timeout,1737.99,708.179,2431.6,2134.05,1491.93,1215.18,1381.79,540.792,960.452,1559.07,1268.9,653.196,1728.65,2025.88,1966.95,2621,1883.82,1920.64,3141.26,3875.73,1410.35,1635.77,755.126,1152.2,3840.64,2952.36,2212.75,3372.05,2531.31,1834.92,2905.53,2197.77,2052.1,2570.08
115fa7f61704bc12b2373aa471bc434f,sat,Circuit_multiplier24.cnf.xz,122.943,1351.43,1316.28,3071.41,2611.67,209.566,481.923,4393.28,708.392,timeout,timeout,1383.86,1420.69,3179.09,716.476,146.473,593.693,timeout,2590.77,772.574,545.916,1252.92,377.321,1382.13,3255.28,1822.25,1015.27,2579.42,4406.41,4104.5,timeout,1717.82,timeout,2755.22,2291.11,timeout,611.63,317.025,742.41,3937.4,timeout,timeout,1464.18,168.616,1434.04,3473.88
116bae11adddfa555f2e21f8ee678de5,sat,randomG-n17-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
128fdc03329b57efb97c3cdf6ed7e35d,unsat,10pipe_k.cnf.xz,1048.44,942.873,945.037,544.109,2159.79,747.043,4204.51,809.074,808.702,timeout,timeout,572.323,1692.35,408.779,1729.49,305.415,339.846,184.37,1206.14,1167.81,1654.46,369.205,2331.79,4584.75,2747.94,1851.5,unverified,unverified,1229.44,1239.49,1461.37,2749.04,1156.03,1030.39,312,424.875,1067.55,1442.31,1673.19,3597.96,1521.41,911.935,1989.89,1313.26,1174.87,1318.37
1335cf5a529c51c86733b20450a41ac1,unsat,p01_lb_05.cnf.xz,36.7319,38.2731,37.7941,51.9896,22.1534,18.3206,35.6049,41.053,36.8168,260.115,timeout,68.1445,57.4389,38.147,25.5999,24.6245,21.328,27.4087,35.4619,25.4148,24.9928,20.9093,13.9424,18.7098,14.2986,24.248,unverified,unverified,50.4885,101.1,20.5059,4977.77,20.3205,23.6274,20.5136,19.8838,120.825,55.6772,51.1314,178.277,46.8767,46.2875,36.9966,36.1609,36.9167,39.1338
13538df69c3bc26707750ba55d90c9b0,unsat,blocks-blocks-37-1.130-NOTKNOWN.cnf.xz,4088.2,1152.7,1198.83,3225.7,2294.58,1660.76,825.547,3760.78,4041.05,3834.18,timeout,987.207,1709.17,3471.23,1045.26,900.941,751.305,677.352,968.887,781.449,908.258,656.876,468.576,417.773,401.529,666.096,unverified,unverified,820.401,819.832,670.095,817.184,622.216,539.15,1172.65,1073.52,857.798,890.712,924.901,935.284,928.33,1088.67,1135.65,969.825,932.174,792.932
135eb593af65aa579aede02fd289a6f9,unsat,Mycielski-10-hints-8.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
139c1262e5901a684005ffad897aa7eb,sat,maximum_constrained_partition_18_bits_n200.cnf.xz,477.337,176.34,185.715,77,94.9965,685.218,143.916,188.678,516.62,1458.91,410.076,164.431,456.036,751.746,157.686,17.5374,47.1588,timeout,52.6038,8.63965,545.329,298.424,384.33,157.433,315.842,101.875,425.544,249.376,393.695,397.088,198.298,830.379,230.668,126.604,262.626,462.827,266.294,326.802,119.894,132.113,205.728,467.321,180.106,125.208,92.8184,136.248
140aa37221467a66d5711b760a19ee0f,unknown,ktf_TF-8.tf_4_0.02_37.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
141919813972d24c105018164e96cb1e,sat,edit_distance023_281.cnf.xz,674.632,654.778,671.882,778.974,191.598,655.908,852.181,200.463,217.115,timeout,timeout,timeout,799.556,4193.22,2992.32,timeout,1235.44,timeout,1830.24,2090.51,1913.35,390.611,138.795,338.804,140.835,366.269,956.405,653.057,482.93,486.528,2394.56,timeout,timeout,843.381,135.706,523.594,541.114,689.751,501.713,2467.77,97.2259,568.693,1203.39,519.863,777.293,323.47
14c33d4be35ed33f2c67498f8334993f,sat,sted5_0x24204-70.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1527378fc216e0506bf8b63d0fad56be,sat,randomG-Mix-n18-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1575dcf4547f5854850b971013683c37,unsat,edit_distance007_85.cnf.xz,734.546,949.979,949.6,1033.05,1276.84,928.828,1724.64,1248.02,680.791,timeout,timeout,2200.19,1687.67,820.726,1210.17,799.274,942.653,652.205,1036.95,1171.65,1341.85,1037.74,1070.82,1830.22,1058.24,1741.05,unverified,unverified,1253.07,1249.55,1848.96,1305.19,1882.3,1882.43,941.474,821.913,2753.65,1727.91,2144.32,1473.3,1627.88,2708.41,2345.3,1305.99,2402.47,2097.26
15ba9eb4b0035fb6ed11a03c7df21870,unknown,ktf_TF-6.tf_4_0.04_51.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
166e1e5a9f63fcf94ddae8533fa2a090,unsat,mp1-squ_any_s09x07_c27_abix_UNS.cnf.xz,1044.14,921.967,912.902,1303.14,777.121,928.035,1281.6,894.982,1092.64,3764.95,3165.53,840.273,1177.84,927.197,1019.39,988.512,936.81,1165.96,1053.8,1014.5,1013.54,998.456,920.263,1104.52,854.074,581.746,unverified,unverified,714.356,622.61,725.375,470.703,719.332,715.38,469.958,480.999,714.772,615.29,644.124,554.072,630.625,979.596,819.029,908.964,875.347,1120.43
167b736959aa8c9e5d38409755277a53,unsat,vlsat2_56_1042.cnf.xz,1735.42,1617.58,1618.46,2044.57,timeout,4078.52,timeout,2590.99,2352.27,timeout,timeout,timeout,2313.16,1404.99,timeout,2305.22,1698.8,3098.23,timeout,3597.9,4533.43,2966.52,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
18d4124324b56e434118f9ef72198d84,unsat,spg_300_300.cnf.xz,2104.57,144.63,144.108,timeout,2208.34,86.3189,175.478,1883.98,154.438,timeout,timeout,565.285,115.247,126.45,31.5224,56.8377,53.8918,50.3259,240.987,26.9357,49.2259,57.9519,71.0931,586.07,43.1571,192.501,unverified,unverified,109.291,108.726,374.399,2689.18,369.095,1121.23,73.7069,87.2855,397.427,213.26,437.819,1470.62,76.16,269.385,602.982,timeout,938.462,timeout
198f94ece5fdc9536a28afc3063bdcf6,sat,quad_res_r29_m32.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3541.68,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1a3254cb7b54789fdd4d56bfaaa38df7,unknown,satch2ways18wu.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1a3320d3cf32f211b3e7b875745713e2,unsat,sokoban-p20.sas.cr.21.cnf.xz,522.668,345.75,348.392,430.565,295.693,387.733,302.406,1007.87,782.143,3568.26,4668.48,296.042,553.366,1066.94,437.881,329.33,339.029,298.147,499.046,615.743,558.752,316.957,328.559,600.481,326.713,447.922,unverified,unverified,482.907,453.268,379.868,711.313,342.716,336.208,670.178,571.787,522.514,689.858,558.598,594.88,619.434,519.781,404.511,355.55,399.028,501.415
1a3400dc32a3859afb20566a4ded9606,sat,ACG-15-10p1.cnf.xz,777.682,575.995,572.553,721.242,529.909,710.788,407.255,1021.02,777.054,2396.21,2685.1,409.669,696.695,828.283,95.5734,443.254,268.522,408.877,270.53,443.91,224.016,392.276,188.392,171.366,203.308,178.727,722.694,516.214,733.745,677.648,412.795,481.498,195.736,318.944,920.337,496.991,577.192,480.589,676.784,642.223,727.609,717.45,708.283,650.09,666.186,662.208
1b8c45c42a818db8f62bcbfd6f52c881,sat,sp5-21-15-bin-stri-tree-noid.cnf.xz,412.084,297.486,295.303,761.973,171.459,909.23,597.23,162.549,809.112,2406.8,1327.39,57.6829,870.251,800.203,49.9277,387.619,55.9418,593.8,15.7834,419.735,337.495,545.323,466.047,722.934,473.08,408.244,74.7752,336.932,343.078,657.712,243.153,434.489,160.212,334.865,502,437.281,79.5308,395.639,1240.35,361.198,93.6616,289.72,173.852,285.195,271.944,51.3011
1bb9929010e0c209f1e59dedba54d9ad,sat,edit_distance023_282.cnf.xz,706.177,626.977,613.548,735.944,203.347,759.067,848.368,220.157,732.603,timeout,timeout,timeout,909.186,3781.28,141.257,timeout,1029.26,timeout,timeout,659.917,1102.69,304.486,252.115,1507.21,259.01,2237.51,837.308,651.509,925.806,951.906,2065.32,2268.19,timeout,timeout,1083.55,933.591,1236.02,278.849,1196.16,1248.64,300.643,624.553,553.106,1140.34,479.293,394.78
1c35c510ad106bfcdbc76ff49e710ce6,unsat,ER_500_40_2.apx_0.cnf.xz,265.883,233.055,231.788,268.257,71.3783,441.11,1277.14,284.418,310.607,1406.22,1566.92,234.004,287.401,211.953,319.215,358.515,286.563,299.935,317.991,327.29,330.41,320.345,45.674,88.7863,46.4323,204.275,unverified,unverified,179.661,179.398,153.973,129.054,154.75,167.505,320.023,305.235,437.078,465.745,486.184,124.489,212.015,timeout,181.341,175.74,177.856,173.64
1ce81dbba1292bf791e194b17aa2a219,unsat,satch2ways15u.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3405.28,4568.25,3157.07,3796.51,2645.8,2906.26,2513.59,3408.38,3136.38,1855.56,2798.26,3754.63,unverified,timeout,4130.9,4116.67,timeout,1506.34,timeout,timeout,3856.04,3054.93,timeout,timeout,timeout,timeout,3893.66,timeout,4349.61,4605.95,timeout,3918.66
1d72814d7329f6d6213a7397ed366fe9,sat,Circuit_multiplier37.cnf.xz,25.0495,11.8597,11.9053,94.7674,109.268,54.6884,415.583,130.099,77.0461,1012.52,804.066,400.406,69.1231,14.1146,146.52,46.999,8.23175,61.8472,16.788,58.5407,50.264,45.975,47.3771,52.8152,8.60594,10.876,89.9479,75.5712,72.9522,75.4609,125.572,26.7825,123.334,123.689,23.1743,11.0389,71.4064,24.9115,101.584,345.061,147.51,2363.32,64.1201,56.0396,179.029,138.137
1dce69ee6685597d6c56e5fd7a47f8e0,unknown,SC21_Timetable_C_136_E_41_Cl_9_S_15.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
21fbe69cf7c0b41e205b52d970f9a43a,unsat,string_compare_safety_cbmc_unwinding_870.cnf.xz,1547.21,1467.13,1529.59,1393.09,1143.73,1378.81,2350.77,1555.4,1487.89,timeout,timeout,3329.6,1047.56,1438.43,1516.91,1130.2,1330.93,1116.56,1439.24,1255.51,1456.74,1961.01,1943.33,2604.38,2008.89,3095.68,unverified,unverified,4148.96,3791.89,3641.78,3758.56,3854.34,3310.03,timeout,timeout,timeout,4921.54,timeout,timeout,2562.14,timeout,4440.27,4158.89,4101.15,4786.28
22505280326ec66ba807b8b4edc48e1a,sat,Circuit_multiplier18.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,684.234,timeout,timeout,4570.99,timeout,3872.56,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2260d28ec773357e73e5ee60aeac0f43,sat,b2005-p1-12x12c10h7-Ser3-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2285ff99f985f8f926d5159299cc8787,unsat,73.smt2.cnf.xz,348.228,315.263,310.725,367.39,433.805,654.655,391.857,772.527,357.972,timeout,unverified,320.553,310.383,373.632,460.648,153.464,unverified,334.171,573.115,1464.29,468.839,356.917,139.517,175.824,149.373,unverified,unverified,unverified,unverified,unverified,365.632,unverified,656.693,928.899,251.92,310.125,unverified,unverified,unverified,unverified,unverified,unverified,255.46,414.027,313.528,373.203
22922a96c4bdac643b69069355c5db28,unsat,assoc_mult_err_3.c.cnf.xz,44.8357,42.9783,43.5313,48.2089,44.2082,43.198,39.3289,42.5699,40.0361,683.221,676.563,78.6826,41.6972,48.7045,36.4346,42.3198,44.4159,38.3918,33.1337,33.7687,31.3569,40.6519,unverified,unverified,42.2372,106.331,unverified,unverified,179.929,189.009,125.682,104.664,114.481,105.922,49.4586,46.9973,142.32,134.99,131.307,103.953,99.7497,122.333,117.393,110.002,135.448,126.931
22ede342b1973bf82c2c2106616cc8d9,unsat,at-least-two-aaai10-planning-ipc5-pipesworld-12-step15.cnf.xz,478.875,344.642,336.682,413.325,332.731,305.966,207.068,480.971,443.073,1604.63,2572.13,184.259,366.979,448,350.939,270.877,232.785,140.885,557.415,327.118,468.814,197.048,105.574,199.99,92.4478,167.048,unverified,unverified,247.424,246.951,117.506,385.637,137.539,135.961,220.99,236.142,264.581,351.552,304.586,275.303,429.33,261.773,295.585,309.256,296.398,302.901
